"5";"Fléau d’insectes";"Invocation du 5e niveau";"1 action";"90 m";"V, G, M ";"(C) 10 minutes";"(quelques cristaux de sucre, des grains de céréales et un peu de graisse) Une sphère de 6 m de rayon remplie de criquets voraces apparaît, centrée sur un point que vous choisissez à portée. La sphère contourne les coins et persiste pour toute la durée du sort. Sa zone est légèrement voilée et constitue un terrain difficile. <br> Au moment où la zone apparaît, toute créature qui y est prise doit effectuer un JS Constitution et subit 4d10 dégâts perforants en cas d’échec, la moitié en cas de réussite. Une créature doit aussi effectuer ce jet de sauvegarde quand elle entre dans la zone du sort pour la première fois d’un tour de jeu ou y termine son tour de jeu. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 6e niveau ou supérieur, les dégâts augmentent de 1d10 par niveau d’emplacement au-dessus du 5e.";"Druide"
"5";"Fureur de la nature";"Évocation du 5e niveau";"1 action";"36 m";"V, G";"(C) 1 minute";"Vous faites appel aux esprits de la nature pour qu’ils se dressent contre vos ennemis. Choisissez un point que vous voyez à portée. Tant que le sort persiste, les esprits animent les arbres, pierres et herbes compris dans un cube de 18 m centré sur ce point. <br> <i><b>Herbes et broussailles.</b></i> Toute partie de sol du cube qui est recouverte d’herbe ou de broussailles constitue un terrain difficile pour vos ennemis. <br> <i><b>Arbres.</b></i> Au début de chacun de vos tours de jeu, chacun de vos ennemis situés dans un rayon de 3 m d’un arbre du cube doit réussir un JS Dextérité sous peine de subir 4d6 dégâts tranchants, infligés par le cinglement des branches. <br> <i><b>Racines et lierre.</b></i> À la fin de chacun de vos tours de jeu, une créature de votre choix qui se trouve sur le sol du cube doit réussir un JS Force sous peine de se retrouver entravée tant que le sort persiste. Une créature ainsi entravée peut au prix d’une action effectuer un test de Force (Athlétisme) assorti de votre DD de sauvegarde des sorts et met un terme à cet effet sur elle-même en cas de réussite. <br> <i><b>Pierres.</b></i> Par une action bonus, vous pouvez faire jaillir une pierre libre du cube vers une créature que vous voyez dans le cube. Effectuez un jet d’attaque de sort à distance contre la cible. Si l’attaque touche, la cible subit 3d8 dégâts contondants non magiques et doit réussir un JS Force sous peine de se retrouver à terre.";"Druide"
"5";"Invoquer un élémentaire";"Invocation du 5e niveau";"1 minute";"27 m";"V, G, M ";"(C) 1 heure";"(de l’encens brûlant pour l’air, de l’argile douce pour la terre, du soufre et du phosphore pour le feu, de l’eau et du sable pour l’eau) Vous appelez un serviteur élémentaire. Choisissez une zone d’air, de terre, de feu ou d’eau emplissant un cube de 3 m d’arête à portée. Un élémentaire d’un facteur de puissance de 5 ou moins correspondant à la zone choisie apparaît dans un espace inoccupé, dans un rayon de 3 m de celle-ci. Par exemple, un élémentaire du Feu sortira d’un feu de joie, tandis qu’un élémentaire de la Terre s’extraira du sol. L’élémentaire disparaît quand il tombe à 0 point de vie ou quand le sort prend fin. <br> L’élémentaire invoqué est amical envers vous et vos compagnons pour toute la durée du sort. Déterminez son initiative / il a ses propres tours de jeu. Il obéit aux ordres verbaux que vous lui donnez (sans que cela ne vous coûte d’action). Si vous ne lui en donnez pas, il n’entreprend pas d’actions, mais se défend contre les créatures hostiles. <br> Si votre concentration est interrompue, l’élémentaire ne disparaît pas. Vous en perdez le contrôle, il devient hostile envers vous et vos compagnons, et est susceptible d’attaquer. Vous ne pouvez pas révoquer un élémentaire incontrôlé, qui disparaît 1 heure après que vous l’avez invoqué. <br> Le MD dispose du profil de l’élémentaire. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 6e niveau ou supérieur, le facteur de puissance augmente de 1 par niveau d’emplacement au-dessus du 5e.";"Druide"
"5";"Maelström";"Évocation du 5e niveau";"1 action";"36 m";"V, G, M ";"(C) 1 minute";"(une feuille végétale ou de papier en entonnoir) Une masse tourbillonnante d’eau d’une profondeur de 1,50 m apparaît en un point que vous voyez à portée et crée une zone de 9 m de rayon. Le point en question doit se situer au sol ou sur un plan d’eau. Tant que le sort persiste, la zone est considérée comme terrain difficile et toute créature qui y commence son tour de jeu doit réussir un JS Force sous peine de subir 6d6 dégâts contondants et de se retrouver attirée de 3 m vers le centre de la zone.";"Druide"
"5";"Mur de pierre";"Évocation du 5e niveau";"1 action";"36 m";"V, G, M ";"(C) 10 minutes";"(un petit morceau de granit) Un mur de pierre non magique apparaît en un point que vous choisissez à portée. Il présente une épaisseur de 15 centimètres et il est constitué de dix sections de 3 m de côté, chacune devant être adjacente à une autre. Autre possibilité, vous pouvez créer des sections de 3 m par 6 m qui ne font alors que 7,5 centimètres d’épaisseur. <br> S’il traverse l’espace d’une créature au moment où il apparaît, celle-ci est poussée d’un côté ou de l’autre (à votre convenance). Si la créature est cernée de toutes parts (ou coincée entre le mur et une autre surface solide), elle peut effectuer un JS Dextérité. En cas de réussite, elle peut jouer sa réaction pour se déplacer jusqu’à sa VD de sorte à ne plus être enfermée. <br> Le mur prend la forme de votre choix, mais il ne peut pas occuper le même espace qu’une créature ou un objet. Il n’est pas nécessairement vertical et ne repose pas forcément sur des fondations solides. Par contre, il doit fusionner avec une masse de roche existante, qui le soutient alors. Vous pouvez donc employer ce sort pour enjamber un gouffre ou créer une rampe. <br> Si vous créez ainsi une travée de plus de 6 m de longueur, vous devez réduire de moitié la taille de chaque section, afin de produire des étais. Il vous est possible de procéder à des modifications grossières pour que le mur constitue un rempart, des créneaux et autres détails de fortification. <br> Ce mur est un objet en pierre qui peut-être endommagé et brisé. Chaque panneau présente une CA 15 et 30 points de vie par tranche de 2,5 centimètres d’épaisseur. Une section qui tombe à 0 point de vie est détruite et peut provoquer l’effondrement des sections adjacentes, à la discrétion du MD. <br> Si vous maintenez votre concentration sur ce sort pour toute sa durée, le mur devient permanent et ne peut pas être dissipé. Dans le cas contraire, il disparaît quand le sort prend fin.";"Druide"
"5";"Passage par les arbres";"Invocation du 5e niveau";"1 action";"personnelle";"V, G";"(C) 1 minute";"Vous pouvez entrer dans un arbre et ressortir par un autre, de la même espèce, situé dans un rayon de 150 m. Les deux arbres doivent être vivants et au moins de la même taille que vous. Vous commencez par entrer dans un arbre au prix de 1,50 m de déplacement et savez aussitôt où se trouvent tous les autres arbres de la même espèce dans un rayon de 150 m. Dans le cadre du déplacement utilisé pour entrer dans le premier, vous pouvez passer dans un autre, ou juste ressortir par le même. Vous apparaissez dans un espace de votre choix dans un rayon de 1,50 m de l’arbre de destination, au prix de 1,50 m de plus. Si votre quota de déplacement est insuffisant, vous réapparaissez dans un rayon de 1,50 m de l’arbre par lequel vous êtes entré. <br> Vous pouvez utiliser ce mode de transport une fois par round pour toute la durée du sort et devez terminer chacun de vos tours de jeu en dehors d’un arbre.";"Druide"
"5";"Réincarnation";"Transmutation du 5e niveau";"1 heure";"contact";"V, G, M ";"1 heure";"(huiles et onguents rares d’une valeur minimale de 1000 po, que le sort détruit) Vous touchez un humanoïde mort ou un morceau d’humanoïde mort. Pourvu que la créature ne soit pas morte depuis plus de 10 jours, le sort produit un corps de jeune adulte dans lequel l’âme se réincarne. Si l’âme de la cible n’est pas libre et consentante, le sort échoue. <br> La magie génère un nouveau corps pour la créature qui va s’y réincarner, si bien qu’il y a des chances que sa race change. Le MD lance un d100 et consulte la table ci-dessous pour déterminer la forme que prend la créature réincarnée, à moins qu’il ne préfère la choisir directement. .<br> <b>d100</b> <b>01–04</b> Demi-elfe <b>05–08</b> Demi-orc <b>09–12</b> Drakéide  <b>13–20</b> Elfe des bois <b>21–24</b> Elfe noir <b>25–28</b> Gnome des forêts <b>29–34</b> Gnome des roches <b>35–42</b> Halfelin costaud <b>43–50</b> Halfelin pied-léger <b>51–59</b> Haut elfe <b>60–79</b> Humain <b>80–88</b> Nain des collines <b>89–96</b> Nain des montagnes <b>97–00</b> Tieffelin<br> La créature réincarnée se souvient de sa vie antérieure et de ses expériences. Elle conserve les capacités de sa forme d’origine, si ce n’est qu’elle change de race, et donc de traits raciaux.<br>";"Druide"
"5";"Restauration supérieure";"Abjuration du 5e niveau";"1 action";"contact";"V, G, M ";"instantanée";"(de la poudre de diamant d’une valeur minimale de 100 po, que le sort détruit) Vous inondez une créature que vous touchez d’énergie positive pour la débarrasser d’un effet néfaste. Vous pouvez réduire de 1 le niveau de fatigue de la cible, ou mettre fin à l’un des effets suivants la concernant :<br> • Un effet qui a charmé ou pétrifié la cible<br> • Une malédiction, y compris l’affinité de la cible avec un objet magique maudit<br> • Toute diminution affectant une valeur de caractéristique de la cible<br> • Un effet réduisant les points de vie maximums de la cible";"Druide"
"5";"Scrutation";"Divination du 5e niveau";"10 minutes";"personnelle";"V, G, M ";"(C) 10 minutes";"(un focaliseur d’une valeur minimale de 1000 po, comme une boule de cristal, un miroir en argent ou un bénitier rempli d’eau bénite) Vous voyez et entendez une créature spécifique que vous choisissez pourvu qu’elle se trouve sur le même plan d’existence que vous. La cible doit effectuer un JS Sagesse, modifié en fonction de la connaissance que vous en avez et des liens physiques qui vous unissent. Si une cible sait que vous lancez ce sort, elle peut délibérément rater son jet de sauvegarde si elle veut être observée.<br> <b>Connaissance (modificateur au JS)</b> Rapportée (vous avez entendu parler de la cible) +5 / Personnelle (vous l’avez déjà rencontrée) +0 / Intime (vous la connaissez très bien) -5<br> <b>Lien (modificateur au JS)</b> Esquisse ou portrait -2 / Bien matériel ou vêtement -4 / Partie du corps (mèche de cheveux, rognure d’ongle, etc.) -10<br> En cas de réussite, la cible n’est pas affectée et vous ne pouvez pas réutiliser ce sort contre elle pendant 24 heures.<br> En cas d’échec, le sort génère un capteur invisible dans un rayon de 3 m de la cible. Vous voyez et entendez au travers de ce capteur comme si vous étiez à sa place. Le capteur se déplace avec la cible de manière à rester dans un rayon de 3 m de celle-ci pour toute la durée du sort. Une créature capable de voir des objets invisibles perçoit le capteur comme un orbe lumineux de la taille de votre poing.<br> Au lieu de cibler une créature, vous pouvez choisir un lieu que vous avez déjà vu. Dans ce cas, le capteur apparaît dans ce lieu et ne se déplace pas. ";"Druide"
"5";"Soin des blessures de groupe";"Évocation du 5e niveau";"1 action";"18 m";"V, G";"instantanée";"Une vague d’énergie vulnéraire jaillit d’un point de votre choix situé à portée. Choisissez jusqu’à six créatures situées dans une sphère de 9 m de rayon centrée sur ce point. Chaque cible récupère un nombre de points de vie égal à 3d8 + votre modificateur de caractéristique d'incantation. Ce sort n’a aucun effet sur les créatures artificielles et les morts-vivants. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 6e niveau ou supérieur, les soins augmentent de 1d8 par niveau d’emplacement au-dessus du 5e.";"Druide"
"5";"Transmutation de la pierre";"Transmutation du 5e niveau";"1 action";"36 m";"V, G, M ";"jusqu’à dissipation";"(argile et eau) Choisissez une zone de pierre ou de boue que vous voyez à portée, qui doit contenir dans un cube de 12 m d’arête, et choisissez l’un des effets suivants : <br> <i><b>Transmutation de la pierre en boue.</b></i> La roche non magique de la zone, quelle qu’elle soit, se transforme en masse de boue épaisse et semi-liquide qui persiste jusqu’à la fin du sort. <br> Le sol de la zone est suffisamment boueux pour empêtrer les créatures qui le foulent. Toute distance parcourue dans cette boue est décomptée quatre fois de leur quota de déplacement. En outre, toute créature en contact avec le sol à l’incantation doit effectuer un JS Force, de même que toutes les créatures qui pénètrent dans la zone pour la première fois d’un tour ou qui y terminent leur tour de jeu. En cas d’échec, la créature s’enfonce dans la boue et se retrouve entravée, mais elle peut au prix d’une action mettre un terme à cet état sur elle-même en s’extrayant de la boue. <br> Si vous lancez le sort sur un plafond, la boue tombe. Toute créature qui se trouve directement à la verticale doit effectuer un JS Dextérité et subit 4d8 dégâts contondants en cas d’échec, la moitié en cas de réussite. <br> <i><b>Transmutation de la boue en pierre.</b></i> La boue et les sables mouvants de la zone, s’ils ne sont pas magiques et que leur profondeur ne dépasse pas 3 m, se transforment en pierre tendre qui persiste jusqu’à la fin du sort. Toute créature située dans la boue lors de cette transformation doit effectuer un JS Dextérité. En cas de réussite, elle est repoussée vers la surface dans un espace inoccupé, sans autre désagrément. En cas d’échec, elle est entravée par la roche. Elle-même ou une autre créature à portée d’allonge peut alors au prix d’une action tenter de briser la pierre en réussissant un test de Force DD 20 ou en y appliquant des dégâts. La roche dispose d’une CA de 15 et de 25 points de vie, et elle est immunisée contre les dégâts psychiques et de poison.";"Druide"
"6";"Bosquet des druides";"Abjuration du 6e niveau";"10 minutes";"contact";"V, G, M ";"24 heures";"(du gui, que le sort détruit, cueilli avec une serpe en or à la lueur de la pleine lune) Vous invoquez les esprits de la nature pour protéger une zone en extérieur ou sous terre. Les dimensions de la zone peuvent aller d’un cube de 9 m d’arête à un cube de 27 m d’arête. Les bâtiments et autres structures ne sont pas compris dans la zone affectée. Si vous lancez chaque jour ce sort sur la même zone pendant une année entière, le sort persiste jusqu’à dissipation. <br> Le sort produit les effets suivants dans la zone. À l’incantation, vous pouvez désigner certaines créatures comme amies immunisées contre ces effets. Vous pouvez également spécifier un mot de passe : toute personne qui le prononce est immunisée contre ces effets. <br> Toute la zone protégée irradie la magie. Le sort <i>dissipation de la magie</i> lancé sur la zone n’élimine que l’un de ces effets s’il est lancé efficacement, et non la zone entière. C’est le lanceur de la dissipation qui choisit quel effet prend fin. Il faut que tous les effets soient dissipés pour que le sort le soit aussi. <br> <i><b>Brouillard solide.</b></i> Vous pouvez remplir autant de cases au sol de 1,50 m de côté que vous le souhaitez d’un épais brouillard qui rend l’espace grandement voilé sur une hauteur de 3 m. Par ailleurs, toute distance parcourue dans ce brouillard doit être décomptée trois fois de votre quota de déplacement. Le brouillard ne voile rien pour une créature immunisée contre cet effet et apparaît simplement comme une brume légère animée de points verts lumineux. <br> <i><b>Végétation avide.</b></i> Vous pouvez remplir autant de cases au sol de 1,50 m de côté que vous le souhaitez d’herbes et de plantes animées, à condition que la case ne soit pas remplie de brouillard, ce qui produit l’équivalent du sort <i>enchevêtrement</i>. En présence d’une créature immunisée contre cet effet, la végétation se montre douce et accueillante, au point de se remodeler spontanément pour servir de couche ou de siège. <br> <i><b>Gardiens du bosquet.</b></i> Vous pouvez animer jusqu’à quatre arbres de la zone, qui se déracinent d’eux-mêmes. Ils reprennent le profil de l’arbre animé (cf. <i>Bestiaire</i>), si ce n’est qu’ils ne parlent pas et que leur écorce est recouverte de symboles druidiques. Dès qu’une créature non immunisée contre cet effet pénètre dans la zone protégée, les gardiens du bosquet l’attaquent jusqu’à ce qu’avoir repoussé ou tué le ou les intrus. Les gardiens obéissent également aux instructions que vous prononcez dans la zone (aucune action requise). <br> Si vous ne leur donnez pas d’instruction et qu’aucune créature inopportune n’est présente, les gardiens ne font rien. Ils ne peuvent en aucun cas quitter la zone protégée. Lorsque le sort prend fin, la magie qui les animait s’évanouit et les arbres s’enracinent à nouveau si cela est possible. <br> <i><b>Effet magique supplémentaire.</b></i> Vous pouvez choisir l’un des effets suivants pour l’appliquer dans la zone protégée : <br> • <i>Bourrasque</i> continuelle dans deux endroits de votre choix<br> • <i>Croissance d’épines</i> en un endroit de votre choix<br> • <i>Mur de vent</i> en deux endroits de votre choix<br> Pour une créature immunisée contre cet effet, les vents ne sont qu’une brise parfumée et la végétation parfaitement inoffensive.";"Druide"
"6";"Déplacer la terre";"Transmutation du 6e niveau";"1 action";"36 m";"V, G, M ";"(C) 2 heures";"(une lame en fer et un sachet contenant un mélange d’argile, de terreau et de sable) Choisissez une zone de terrain située à portée ne dépassant pas 12 m de côté. Vous pouvez remodeler la terre, le sable et l’argile de la zone comme vous l’entendez pour toute la durée du sort. Vous pouvez élever ou abaisser le niveau de la zone, créer ou combler un fossé, ériger ou raser un mur, ou former un pilier. L’étendue de ces changements ne peut pas dépasser la moitié de la longueur de la zone. Par exemple, si vous affectez un carré de 12 m de côté, vous pouvez créer un pilier de 6 m de haut, élever ou abaisser le niveau de la zone de 6 m, creuser une fosse de 6 m, etc. L’application de ces changements demande 10 minutes. <br> Toutes les 10 minutes passées à vous concentrer sur le sort, vous pouvez affecter une nouvelle zone de terrain. <br> Étant donné que la transformation se déroule lentement, les créatures situées dans la zone ne sont normalement pas prises au piège ni blessées par le glissement de terrain. <br> Ce sort ne permet pas de manipuler la roche ni les constructions en pierre, qui bougent néanmoins pour s’accommoder au nouveau relief. Si vos manipulations rendent le terrain instable, en revanche, une structure peut parfaitement s’effondrer. <br> De même, ce sort n’affecte pas directement la flore, mais le glissement de terrain peut très bien emporter des plantes.";"Druide"
"6";"Festin des héros";"Invocation du 6e niveau";"10 minutes";"9 m";"V, G, M ";"instantanée";"(un calice serti de pierres précieuses d’une valeur minimale de 1000 po, que le sort détruit) Vous faites apparaître un grand festin, avec mets et boissons de choix. Le repas s’étend sur 1 heure, au bout de laquelle il disparaît et ses effets se font ressentir. Jusqu’à douze créatures peuvent y participer. <br> Une créature qui y prend part en tire plusieurs bénéfices : elle est débarrassée de toutes les maladies et de tous les poisons qui l’affectent, est immunisée contre le poison et l’état préjudiciable effrayé, et bénéficie d’un avantage aux JS Sagesse. En outre, ses points de vie maximums augmentent de 2d10, et elle gagne autant de points de vie. Ces bénéfices persistent pendant 24 heures.";"Druide"
"6";"Guérison";"Évocation du 6e niveau";"1 action";"18 m";"V, G";"instantanée";"Choisissez une créature que vous vous voyez à portée. Une vague d’énergie positive la balaye, et elle récupère 70 points de vie. Ce sort met aussi fin à la cécité, la surdité et aux maladies qui affectent la cible. Il n’a aucun effet sur les créatures artificielles et les morts-vivants. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 7e niveau ou supérieur, les soins augmentent de 10 par niveau d’emplacement au-dessus du 6e.";"Druide"
"6";"Invoquer une fée";"Invocation du 6e niveau";"1 minute";"27 m";"V, G";"(C) 1 heure";"Vous invoquez une créature féerique d’un facteur de puissance de 6 ou moins, ou un esprit féerique qui prend la forme d’une bête d’un facteur de puissance de 6 ou moins. La créature apparaît dans un espace inoccupé que vous voyez à portée et disparaît quand elle tombe à 0 point de vie ou quand le sort prend fin. <br> La créature féerique invoquée est amicale envers vous et vos compagnons pour toute la durée du sort. Déterminez son initiative / elle a ses propres tours de jeu. Elle obéit aux ordres verbaux que vous lui donnez (sans que cela ne vous coûte d’action) tant qu’ils n’enfreignent pas son alignement. Si vous ne lui en donnez pas, elle n’entreprend pas d’actions, mais se défend contre les créatures hostiles. <br> Si votre concentration est interrompue, la créature féerique ne disparaît pas. Vous en perdez le contrôle, elle devient hostile envers vous et vos compagnons, et est susceptible d’attaquer. Vous ne pouvez pas révoquer une créature féerique incontrôlée, qui disparaît 1 heure après que vous l’avez invoquée. <br> Le MD dispose du profil de la créature féerique. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 7e niveau ou supérieur, le facteur de puissance augmente de 1 par niveau d’emplacement au-dessus du 6e.";"Druide"
"6";"Marche sur le vent";"Transmutation du 6e niveau";"1 minute";"9 m";"V, G, M ";"8 heures";"(du feu et de l’eau bénite) Vous et jusqu’à dix créatures consentantes que vous voyez à portée prenez la forme de petits nuages tant que le sort persiste. Dans cet état, les cibles ont une VD en vol de 90 m et bénéficient d’une résistance aux dégâts des armes non magiques. Les seules actions qu’une créature peut entreprendre sous cette forme sont Foncer ou reprendre leur aspect normal, une opération qui dure 1 minute pendant laquelle la créature est neutralisée et ne peut pas se déplacer. Tant que le sort persiste, la créature peut reprendre sa forme de vapeur, ce qui demande là aussi 1 minute. <br> Si la créature est encore sous forme gazeuse et vole au moment où le sort prend fin, elle redescend de 18 m par round pendant 1 minute et se pose en douceur. Si elle n’a toujours pas atterri au bout de la minute, elle chute de la hauteur restante.";"Druide"
"6";"Mur d’épines";"Invocation du 6e niveau";"1 action";"36 m";"V, G, M ";"(C) 10 minutes";"(une poignée d’épines) Vous créez un mur de broussailles enchevêtrées et hérissées d’épines. Il apparaît sur une surface solide située à portée et persiste pour toute la durée du sort. Ses dimensions sont les suivantes : jusqu’à 18 m de long, 3 m de haut et 1,50 m d’épaisseur. Autre possibilité, vous pouvez lui donner la forme d’un cercle aux dimensions suivantes : 6 m de diamètre, et jusqu’à 6 m de haut et 1,50 m d’épaisseur. Le mur bloque la ligne de mire. <br> Au moment où le mur apparaît, toute créature prise dans sa zone doit effectuer un JS Dextérité et subit 7d8 dégâts perforants en cas d’échec, la moitié en cas de réussite. <br> Il est possible de le traverser, mais l’opération est longue et pour le moins douloureuse. Une créature qui se déplace dans la zone doit, en termes de quota de déplacement, dépenser le quadruple de toute distance parcourue. En outre, une créature qui y pénètre pour la première fois d’un tour de jeu ou y termine son tour de jeu doit effectuer un JS Dextérité et subit 7d8 dégâts tranchants en cas d’échec, la moitié en cas de réussite. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 7e niveau ou supérieur, les deux types de dégâts augmentent de 1d8 par niveau d’emplacement au-dessus du 6e.";"Druide"
"6";"Ossements de la Terre";"Transmutation du 6e niveau";"1 action";"36 m";"V, G";"instantanée";"Vous faites surgir jusqu’à six colonnes de pierre du sol, en divers points que vous voyez à portée. Chaque colonne prend la forme d’un cylindre de 1,50 m de diamètre et d’une hauteur pouvant atteindre 9 m. Le sol d’où chaque colonne s’érige doit être assez vaste pour l’accueillir, sachant que vous pouvez cibler l’espace occupé par une créature tant que sa catégorie de taille n’est pas supérieure à M. Chaque colonne dispose d’une CA de 5 et de 30 pv. Une fois réduite à 0 pv, une colonne crée une zone de gravats constituant un terrain difficile dans un rayon de 3 m, ces décombres restant en place tant qu’on ne les déblaye pas (ce qui demande à la main 1 minute par espace de 1,50 m de côté). <br> Toute colonne créée sous une créature oblige cette dernière à réussir un JS Dextérité sous peine de se retrouver hissée en son sommet (la créature peut choisir de rater ce jet). <br> Si un obstacle (comme le plafond) empêche la colonne d’atteindre la hauteur désignée, toute créature située dessus subit 6d6 dégâts contondants et se retrouve entravée, coincée entre la colonne et l’obstacle. Une telle créature peut consacrer son action à effectuer un test de Force ou de Dextérité (à sa convenance) assorti de votre DD de sauvegarde des sorts. En cas de réussite, elle n’est plus entravée et doit quitter la colonne ou en chuter. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement du 7e niveau ou supérieur, vous pouvez créer 2 colonnes supplémentaires par niveau d’emplacement au-dessus du 6e.";"Druide"
"6";"Protection primordiale";"Abjuration du 6e niveau";"1 action";"personnelle";"V, G";"(C) 1 minute";"Vous bénéficiez d’une résistance aux dégâts d’acide, de feu, de foudre, de froid et de tonnerre tant que le sort persiste. <br> Lorsque vous subissez des dégâts de l’un de ces types, vous pouvez jouer votre réaction pour recevoir l’immunité contre le type de dégâts en question, immunité qui s’applique contre les dégâts déclencheurs. Ce faisant, les résistances que le sort vous procurait prennent fin et l’immunité persiste jusqu’à la fin de votre tour de jeu suivant, après quoi le sort prend fin.";"Druide"
"6";"Rayon de soleil";"Évocation du 6e niveau";"1 action";"personnelle (ligne de 18 m)";"V, G, M ";"(C) 1 minute";"(une loupe) Un bref rayon de lumière éblouissante jaillit de votre main sous la forme d’une ligne de 18 m de long et de 1,50 m de large. Toute créature prise dans la zone doit réussir un JS Constitution. En cas d’échec, elle subit 6d8 dégâts radiants et se retrouve aveuglée jusqu’à votre tour de jeu suivant . En cas de réussite, les dégâts sont réduits de moitié et elle n’est pas aveuglée. Les morts-vivants et les vases subissent un désavantage au jet de sauvegarde. <br> Tant que le sort persiste, vous pouvez créer une nouvelle ligne à chacun de vos tours de jeu au prix d’une action. <br> Pour toute la durée du sort, une particule de lumière éblouissante brille dans votre main. Elle dégage une lumière vive dans un rayon de 9 m, et une lumière faible sur 9 m de plus. Cette lumière équivaut à celle du soleil.";"Druide"
"6";"Sacre de la glace";"Transmutation du 6e niveau";"1 action";"personnelle";"V, G";"(C) 10 minutes";"Tant que le sort persiste, une épaisseur de glace recouvre votre corps et vous jouissez des bénéfices suivants :<br> Vous êtes immunisé contre les dégâts de froid et disposez d’une résistance aux dégâts de feu.<br> • Vous pouvez traverser un terrain difficile créé par la neige ou la glace sans que cela vous coûte de déplacement supplémentaire.<br> • Le sol qui vous entoure dans un rayon de 3 m est gelé et considéré comme terrain difficile pour les créatures autres que vous. La zone concernée se déplace avec vous.<br> • Au prix de votre action, vous pouvez créer un cône de 4,50 m de vent glacial émanant de votre main tendue dans la direction de votre choix. Chaque créature prise dans le cône doit réussir un JS Constitution et subit 4d6 dégâts de froid en cas d’échec, la moitié en cas de réussite. Une créature ayant raté son jet de sauvegarde voit également sa VD réduite de moitié jusqu’au début de votre tour de jeu suivant. ";"Druide"
"6";"Sacre de la pierre";"Transmutation du 6e niveau";"1 action";"personnelle";"V, G";"(C) 10 minutes";"Tant que le sort persiste, des fragments de roche parcourent votre corps et vous jouissez des bénéfices suivants :<br> Vous bénéficiez d’une résistance aux dégâts contondants, perforants et tranchants des attaques non magiques.<br> • Au prix de votre action, vous pouvez créer un petit tremblement de terre au sol dans un rayon de 4,50 m autour de vous. Toutes les autres créatures qui se tiennent sur ce sol doivent réussir un JS Dextérité sous peine de se retrouver à terre.<br> • Vous pouvez traverser un terrain difficile créé par la terre ou la pierre sans que cela vous coûte de déplacement supplémentaire. Vous pouvez traverser un obstacle de terre ou de pierre comme s’il n’était pas présent, sans toucher à son intégrité. Si vous y terminez votre déplacement toutefois, vous en êtes éjecté vers l’espace inoccupé le plus proche, le sort prend fin et vous êtes étourdi jusqu’à la fin de votre tour de jeu suivant. ";"Druide"
"6";"Sacre des flammes";"Transmutation du 6e niveau";"1 action";"personnelle";"V, G";"(C) 10 minutes";"Des flammes vous enveloppent le corps et diffusent tant que le sort persiste une lumière vive dans un rayon de 9 m, et une lumière faible sur 9 m de plus. Ces flammes ne vous provoquent aucun désagrément. Jusqu’à la fin du sort, vous recevez les bénéfices suivants :<br> Vous êtes immunisé contre les dégâts de feu et disposez d’une résistance aux dégâts de froid.<br> • Toute créature qui se déplace dans un rayon de 1,50 m de vous pour la première fois d’un tour ou qui y termine son tour de jeu subit 1d10 dégâts de feu.<br> • Au prix de votre action, vous pouvez produire une ligne de feu de 4,50 m de long sur 1,50 m de large qui émane de vous, dans la direction de votre choix. Toute créature prise dans la ligne doit effectuer un JS Dextérité et subit 4d8 dégâts de feu en cas d’échec, la moitié en cas de réussite.";"Druide"
"6";"Sacre du vent";"Transmutation du 6e niveau";"1 action";"personnelle";"V, G";"(C) 10 minutes";"Tant que le sort persiste, un vent tourbillonnant vous enveloppe et vous jouissez des bénéfices suivants :<br> Les jets d’attaque d’arme à distance vous ciblant subissent un désavantage.<br> • Vous bénéficiez d’une VD en vol de 18 m. Si vous êtes encore dans les airs quand le sort prend fin et que rien d’autre ne vous retient, vous chutez.<br> • Au prix de votre action, vous pouvez produire un cube de 4,50 m d’arête centré en un point que vous voyez dans un rayon de 18 m. Chaque créature prise dans la zone doit réussir un JS Constitution, sous peine de subir 2d10 dégâts contondants, la moitié en cas de réussite. De plus, une créature de taille G ou inférieure qui rate ce jet de sauvegarde est également éloignée centre du cube, d’une distance maximale de 3 m.<br> ";"Druide"
"6";"Transport végétal";"Invocation du 6e niveau";"1 action";"3 m";"V, G";"1 round";"Ce sort crée un lien magique entre une plante inanimée de taille G ou supérieure située à portée et une autre plante, qui peut se trouver à n’importe quelle distance mais obligatoirement sur le même plan d’existence. Vous devez avoir vu ou touché la plante de destination au moins une fois. Pour toute la durée, n’importe quelle créature peut entrer dans la plante ciblée et ressortir par l’autre au prix de 1,50 m de déplacement.";"Druide"
